,Finish_x,Color,noterating,Comments,Taste,url,Nose,Category,,Strength,Bottler,District,Vintage,Label,header,Bottled,Bottle code,Distilleries,Price_x,Barcode,Casktype,Bottling serie,Age,Number of bottles,Bottled for,Casknumber,Distillery,Market,Size,Body,overall rating,Finish_y,Price_y,Initial taste,Weighted Rate,Nose - Aroma,Presentation,number of member votes
247,"D'abord une pince de poudre de cacao au lait sur la langue ! Trs surprenant, surtout que le profil de ce Bruichladdich n'est pas du tout de type ""sherry"".Ensuite des pices, une lgre amertume. Des pointes acides se font sentir de temps en temps.",Pale gold,89,"Trs lgrement tourb au nez (mais il faut vraiment creuser pour dtecter cette tourbe, trs discrte), ce Bruichladdich est avant tout domin par les fruits tout droit sortis d'une salade (de fruits, of course !).Nez trs complexe, bouche plus standard.Un trs bon dram dans son ensemble, qui surprend rgulirement.","Bouche huileuse.Fruite et florale; mandarine, poire, un peu d'ananas en fond, des tiges de pquerette, un peu de foin sec.",http://www.whiskybase.com/whisky/44899/bruichladdich-1993-ca,"Nez trs fruit sur la pomme verte et la poire juteuse.Aprs aration, on peut dtecter une trs lgre tourbe, mais elle est assez inhabituelle car elle est fruite et lgrement fermire (paille sche).Le nez continue d'voluer vers une scheresse de poussire terreuse, tout en restant nanmoins fruit l'avant plan.Ensuite, encore une volution; vers de la compote d'abricots sucre cette fois.Un nez extraordinaire par son volution par paliers !","Single Malt from Islay, Scotland",,51.6 % Vol.,Cadenhead,Islay,1993,,Bruichladdich 1993 CA,10.2013,,,94.99$ 126.34 75.99,,Bourbon Hogsheads,Small Batch,20 years old,738,,,Bruichladdich,,700 ml,87.00,85.55,86.00,85.00,87.00,86.00,85.00,85.00,13
248,".....and leaves you alone. So hard it starts, so week at the end!",Pale straw,87,"A beauty, not a standard Ben Nevis! He is more like a game of luck, everytime you have a diffrent basic nature, not a daily! But wonderfull just to explore and nose it houres and houres and houres.....","After the beauty of the nose you do not expect such an accsesion. It is massive, spicy, wood and alcohol. With the oily texture it blows your mouth dry.....",http://www.whiskybase.com/whisky/41918/ben-nevis-1996-ww8,"First nose is a bit hasty, some wood, cirtus, slightly floral some phenolic parts but much alcohol getting over it. With water it is getting smarter. The floral notes are slighter the phenolic gets sweeter, the whisky becomes the depth you expect from 16 year old whisky with some spices.","Single Malt from Highlands, Scotland",,53.6 % Vol.,The Whisky Warehouse No.8,Western Highlands,01.11.1996,,Ben Nevis 1996 WW8,29.04.2013,,,76.00$ 101.08 60.80,,Bourbon Hogshead,The Warehouse Collection,16 years old,321,,1739,Ben Nevis,,700 ml,0.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,3
249,"Vanilla, lime, banana, caramel, apricot, orange, mint and spice.",Yellow gold,86,Nose and finish are better than the taste of this one.,"Vanilla, white pepper, caramel, orange, banana, almond, fig and lime. Spicy and creamy at the same time, and water emphasises both.",http://www.whiskybase.com/whisky/47395/glen-keith-1991-cwc,"Creamy vanilla, lime, banana, apple juice, apricot, caramel, orange, pineapple, honey, pepper and a little grain. With water more oily fruitiness such as fig and papaya.","Single Malt from Speyside, Scotland",,51.5 % Vol.,Creative Whisky Company,,05.06.1991,,Glen Keith 1991 CWC,2013,,,99.95$ 132.93 79.96,,,Tony Koehl Series,22 years old,188,,73663,Glen Keith,,700 ml,0.00,87.64,0.00,0.00,0.00,0.00,0.00,0.00,13
250,"medium drying, with citrus and later some mint",Pale gold,85,good nose but not to complex,"citrus - bitter fruits like grape fruits, floral and a touch of aniseed",http://www.whiskybase.com/whisky/47395/glen-keith-1991-cwc,"very fruity - yellow fruits and pear, hay, honey and citrus","Single Malt from Speyside, Scotland",,51.5 % Vol.,Creative Whisky Company,,05.06.1991,,Glen Keith 1991 CWC,2013,,,99.95$ 132.93 79.96,,,Tony Koehl Series,22 years old,188,,73663,Glen Keith,,700 ml,0.00,87.64,0.00,0.00,0.00,0.00,0.00,0.00,13
251,"Peach, honey, lime, caramel, vanilla, fig, mint and smoke.",Amber,88,Can't really discover any sherry influence in this one.,"Beeswax, wooden pencils, citrus, grapefruit, caramel, vanilla, pepper, cinnamon and a little smoke.",http://www.whiskybase.com/whisky/46823/clynelish-1997-twa,"Beeswax, honey, lime, wooden pencils and peach. After a while some creamy vanilla, caramel and whipped cream.","Single Malt from Highlands, Scotland",,50.4 % Vol.,The Whisky Agency,Northern Highlands,1997,,Clynelish 1997 TWA,2013,,,99.95$ 132.93 79.96,,Ex-Sherry Hogshead,Liquid Library,16 years old,235,,,Clynelish,,700 ml,91.00,88.43,89.00,87.00,88.00,88.90,89.00,88.00,16
252,Long. Liquorice. Ginger and stuffed peppers. Well balanced.,Deep gold,89,A wonderful and complex Clynelish. A nice surprise presented by my whisky buddy Emiel.,Quite syrupy texture with a warm moutfeel. Juicy oak. Beeswax. Sandalwood. Melon and pear. Marmelade. Cinnamon and some pepper.,http://www.whiskybase.com/whisky/46823/clynelish-1997-twa,"The nose starts with lovely tropical fruit of peaches, pineapples and apricots. Later on fresh pencil shavings like in an old grain whisky. Vanilla. Little soapy as well.","Single Malt from Highlands, Scotland",,50.4 % Vol.,The Whisky Agency,Northern Highlands,1997,,Clynelish 1997 TWA,2013,,,99.95$ 132.93 79.96,,Ex-Sherry Hogshead,Liquid Library,16 years old,235,,,Clynelish,,700 ml,91.00,88.43,89.00,87.00,88.00,88.90,89.00,88.00,16
253,,Amber,50,"Expected a lot from this whisky, but the watery taste ruined it for me.","sharp, watery",http://www.whiskybase.com/whisky/43155/bowmore-2000-vw,"fruity, nuts, light smoke","Single Malt from Islay, Scotland",,46.0 % Vol.,van Wees,Islay,31.05.2000,,Bowmore 2000 vW,29.03.2013,,,43.50$ 57.86 34.80,,Hogshead,The Ultimate,12 years old,350,,1438,Bowmore,,700 ml,0.00,82.67,0.00,0.00,0.00,0.00,0.00,0.00,8
254,"Medium long, warming and rather sweet, with balanced cold ashes and a soft earthiness.",Deep gold,85,,"Oily, more phenolic now, more coastal as well. Still these dough or batter associations. Liquorice and gentle peppercorns. Sweet citrus notes.",http://www.whiskybase.com/whisky/39460/bowmore-2001-twm,"Quite a gristy nose, with a deeply malty core. Hints of digestive biscuits and batter. A few buttery notes. Light charcoal notes, rather than real smoke or peat, and a vague ripe fruitiness in the background (I","Single Malt from Islay, Scotland",,50.6 % Vol.,The Whiskyman,Islay,2001,,Bowmore 2001 TWm,2013,,,"64,99$ 86,44 51,99",,Bourbon Cask,The Whiskyman,11 years old,240,QV.ID & The Single Malts Whisky Shop & Whiskysite.nl,,Bowmore,,700 ml,0.00,83.50,0.00,0.00,0.00,0.00,0.00,0.00,4
255,"Especially with water, this really lasts on leather, coffee, old furniture, and varnished leather, a hint of salt, and thin caramel molasses. Just a dollop of fruit. Really a great Karuizawa, fairly typical of the age and vintage. The nose, especially neat, is the best. Maybe could use a bit more oomph on the palate.",Burnt umber,92,sample from a friend,"Lighter and silkier on the palate than I'd have anticipated. More old and bitter red and purple fruit jam and dates, quickly turning to leather coated with coffee and baking cocoa flecks. Lightly bitter and oak caramel. Cherry, skin of ginger root. Vanilla and cola, too. (with water) Nice and rather bitter coffee with some sweetened dark chocolate. Water dissipates it, with a drop of sea-sugar to the front. Spicy ginger, thin molasses with water honey.",http://www.whiskybase.com/whisky/41915/karuizawa-1981,"Ah yes, this is the stuff. Rich, typical Karuizawa. Plums, dates, dense millionare bread, cherries (bitter and sour), and varnished leather belt. Molasses and pressed orange zest, figs marinading in aged cognac. Some ginger. The sherry here is just a light touch of smoke and cocoa. Turkish coffee grounds leftover. Fabulously decadent, deep, and still precise. Spanish brandy essence and darjeeling tea leaves. (with water) Water heightens the relief, drawing the leather, coffee, and cocoa out further. The fruit gives way to more spice and vanilla creme. Still full of dates, dry fig skins, and stale (nice) dry apple skins.",Single Malt from Japan,,56.0 % Vol.,Distillery Bottling,,1981,,Karuizawa 1981,2013,,,2099.13$ 2791.84 1679.30,,Sherry Butt,Noh Whisky,31 years old,595,,155,Karuizawa,,700 ml,95.00,92.82,95.00,90.00,95.00,94.80,95.00,98.00,52
256,trs longue.,Chestnutoloroso sherry,91,"Un Karuizawa assez typique, peut-tre un peu trop vernis par rapport aux meilleurs.","puissante, grosse ampleur, alcool trs bien intgr, beaucop de vernis l encore, chocolat, moka, tabac, cuir, fruits secs.",http://www.whiskybase.com/whisky/41915/karuizawa-1981,"trs vernis, cire tabac, lgrement bois, dattes, figues. Assez classique mais trs beau. Petite pointe souffre dans le fond, il faut esprer qu'elle ne prenne pas le dessus avec le temps.",Single Malt from Japan,,56.0 % Vol.,Distillery Bottling,,1981,,Karuizawa 1981,2013,,,2099.13$ 2791.84 1679.30,,Sherry Butt,Noh Whisky,31 years old,595,,155,Karuizawa,,700 ml,95.00,92.82,95.00,90.00,95.00,94.80,95.00,98.00,52
257,"Lang, zoet, karamel, licht bitter.",Tawny,89,"Een goede,lekkere sherry whisky die niet alleen overheersende sherry smaken heeft.","Vol, suiker, karamel, rood fruit, licht peper.",http://www.whiskybase.com/whisky/45363/glendronach-2002,"Sinaasappel, karamel, rood fruit, koffie.","Single Malt from Highlands, Scotland",,53.9 % Vol.,Distillery Bottling,Eastern Highlands,12.07.2002,,Glendronach 2002,07.11.2013,,,93.39$ 124.21 74.71,,Pedro Ximenez Sherry Puncheon,Single Cask,11 years old,660,Premiumcask.de,2042,Glendronach,,700 ml,92.20,90.50,93.20,84.00,91.60,91.44,93.20,90.00,74
258,S und eher kurz.,Tawny,89,"Nicht besonders komplex, dennoch sehr reif fr sein Alter.","Cremig, feine Textur. Ebenfalls mild und ausgewogen. Aufgrund des etwas hheren Alkoholgehaltes, prickelt die Sherryse in Verbindung mit Holzaromen angenehm auf der Zunge. Im Hintergrung finden sich dezente Gewrze und weitere Holzaromen.",http://www.whiskybase.com/whisky/45363/glendronach-2002,"Milde, fruchtige Se mit Sherry und Karamell. Kaffeearomen im Hintergrund.","Single Malt from Highlands, Scotland",,53.9 % Vol.,Distillery Bottling,Eastern Highlands,12.07.2002,,Glendronach 2002,07.11.2013,,,93.39$ 124.21 74.71,,Pedro Ximenez Sherry Puncheon,Single Cask,11 years old,660,Premiumcask.de,2042,Glendronach,,700 ml,92.20,90.50,93.20,84.00,91.60,91.44,93.20,90.00,74
259,Sweet with long length and a dry finish with fine nutty flavours of sherry.,Tawny,93,"A rather unusual but excellent Glendronach from a PX cask. This one is not at all dominated by the sherry flavours. Rather complex for this young age, rich and full bodied. Almost like the 18 years old Allardice without domination of the sherry. Well done and well selected by premiumcask. A perfect start for this young company!","Rich, a lot of sweetness, creamy, almost silky-smooth, full mouth feel, with toffee, brown sugar and a hint of sherry and dried dark fruits. Opens up with water, spicier, but keeps the sweetness, cookie and hints of sherry flavours.",http://www.whiskybase.com/whisky/45363/glendronach-2002,"Caramel, toffee, sweet cookies, creamy vanilla; sherry is in the background, combined with hints of marzipan and dark fruits.","Single Malt from Highlands, Scotland",,53.9 % Vol.,Distillery Bottling,Eastern Highlands,12.07.2002,,Glendronach 2002,07.11.2013,,,93.39$ 124.21 74.71,,Pedro Ximenez Sherry Puncheon,Single Cask,11 years old,660,Premiumcask.de,2042,Glendronach,,700 ml,92.20,90.50,93.20,84.00,91.60,91.44,93.20,90.00,74
260,"Honey, lime, vanilla, almond and caramel and a whiff of smoke.",Pale straw,87,"Compared to casks 12373 & 12374 and the standard 14 YO OB, this one is really big on that waxiness which is so typical for Clynelish.","Beeswax, candle wax, vanilla, almond, honey, citrus and caramel.",http://www.whiskybase.com/whisky/54772/clynelish-1997-sv,"Lime, freshly grained vanilla, honey, beeswax and sawdust.","Single Malt from Highlands, Scotland",,46.0 % Vol.,Signatory Vintage,Northern Highlands,29.10.1997,,Clynelish 1997 SV,19.02.2014,,,42.50$ 56.53 34.00,,Hogsheads,The Un-Chillfiltered Collection,16 years old,787,,12375 + 12376,Clynelish,,700 ml,87.00,86.50,86.00,86.00,87.00,86.10,85.00,85.00,2
261,The finish lingers very long and remains spicy throughout.,Pale gold,87,Nice and complex Jura once more. A bottle of whoop-ass!,"It is oily and boom! Yes, now I get it. Heavily peated indeed. The peat is prominent and very medicinal. Powerful too. Boy! Loads of chili peppers! The fruit is all citrus: lemon, lime and white grapefruit. Very nice and zesty.",http://www.whiskybase.com/whisky/45676/isle-of-jura-1989-sv,"Oh, it is certainly peated on the nose, but I would not call this heavily peated. Well, maybe for an Isle of Jura. Some jute, wet newspapers and ashes. Reminds me a bit of a soft Caol Ila. Fruitwise I would say mildy sour apples (Granny Smith) and some peach, green banana and unripe strawberries. All quite green, I would say.","Single Malt from Islands, Scotland",,56.4 % Vol.,Signatory Vintage,Isle of Jura,17.12.1989,,Isle of Jura 1989 SV,26.09.2013,,,97.50$ 129.68 78.00,,Bourbon Barrel,Cask Strength Collection - Heavily Peated,23 years old,157,"The Nectar, Belgium",30717,Isle of Jura,Belgium,700 ml,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,5
262,Finale moyenne. La fume perdure.,Old gold,88,"(Note ralise l'ouverture de la bouteille) Trs complexe, une bonne surprise.","Bouche trs huileuse sur la poire et la pomme jaune. De la fume poivre et de la pierre sche. Un peu de sucre aussi.Avec quelques gouttes d'eau, de la vanille apparat.",http://www.whiskybase.com/whisky/45676/isle-of-jura-1989-sv,"De la fume, de la pierre volcanique, du cuir. Trs minral. Poudre canon, cendres froides.Quelques crales apparaissent par la suite.","Single Malt from Islands, Scotland",,56.4 % Vol.,Signatory Vintage,Isle of Jura,17.12.1989,,Isle of Jura 1989 SV,26.09.2013,,,97.50$ 129.68 78.00,,Bourbon Barrel,Cask Strength Collection - Heavily Peated,23 years old,157,"The Nectar, Belgium",30717,Isle of Jura,Belgium,700 ml,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,5
263,Un finale assez longue. Un peu amre.,Old gold,84,,"En bouche, clairement, on retrouve le crmeux que le nez promettait. Dlicatesse et puissance. L'alcool est bien prsent. Le citron aussi, voire l'ananas. Un peu d'amertume s'adjoint un soupon d'astringence.",http://www.whiskybase.com/whisky/41659/glen-grant-1992-mba,"Au nez, ce Glen Grant rvle immdiatement le Xrs ; prune et pruneau. Le ft a fait son effet. Mais a reste dlicat. Du caramel rend l'ensemble crmeux et onctueux.","Single Malt from Speyside, Scotland",,54.1 % Vol.,Maltbarn,Speyside,1992,,Glen Grant 1992 MBa,2013,,,"92,99$ 123,68 74,39",,Ex-sherry butt,No. 12,20 years old,,,,Glen Grant,,700 ml,89.00,88.48,88.00,87.00,88.00,88.10,88.00,88.00,27
264,Finale longue sur une lgre acidit citrique et une petite scheresse boise. Une pince de poivre blanc.,Jonquiripe corn,88,"Un bon profil fruit, trs quilibr.","En droite ligne du nez: de la poire, de la pomme, des raisins blancs, quelques pices douces",http://www.whiskybase.com/whisky/41659/glen-grant-1992-mba,Trs fruit (pomme jaune et poire). De la fracheur matinale et un peu de malt.,"Single Malt from Speyside, Scotland",,54.1 % Vol.,Maltbarn,Speyside,1992,,Glen Grant 1992 MBa,2013,,,"92,99$ 123,68 74,39",,Ex-sherry butt,No. 12,20 years old,,,,Glen Grant,,700 ml,89.00,88.48,88.00,87.00,88.00,88.10,88.00,88.00,27
265,"Toujours un peu de noix, de bois, de vanille",Old gold,86,"Pas mal, mais je crois que j'attendais plus de sherry et plus de finesse. ( noter, j'ai got un sample qui rsultait d'un fin fond de bouteille, ce qui peut peut-tre expliquer une perte d'armes)","La texture est assez sucre, un peu crmeuse, avec un peu vanille et des fruits. l'amertume du bois est assez prononce",http://www.whiskybase.com/whisky/41659/glen-grant-1992-mba,"Bois, vanille, un peu de sherry (cake cuit, noix verte), et des fruits frais (pomme, pche).","Single Malt from Speyside, Scotland",,54.1 % Vol.,Maltbarn,Speyside,1992,,Glen Grant 1992 MBa,2013,,,"92,99$ 123,68 74,39",,Ex-sherry butt,No. 12,20 years old,,,,Glen Grant,,700 ml,89.00,88.48,88.00,87.00,88.00,88.10,88.00,88.00,27
266,"Un peu de poivre blanc, tannins, amertume, un peu d'astringence et toujours ce pulse vanill.",Amontillad,90,"Avec l'ajout d'eau, le whisky devient mon gout trop sucr. Ma premire impression m'amenais lui donner un bon 90, mais l'volution l'aration lui retire un petit cran...mais super agrable dram easy drinkable! Trop drinkable?","Gourmand, frais, clean, fruit, suave. Super vanill. L'alcool est bien intgr. L'ajout d'eau augmente (trop) le ct banane-vanille. A viter, donc. Une petite touche de fracheur menthole en milieu -fin de bouche.Chlorophylle?",http://www.whiskybase.com/whisky/41659/glen-grant-1992-mba,"Frais, dlicat, vgtal (herbe coupe), noisettes, noix, vanille (crme brle) , banane, sucre, massepain. Le fruit se dveloppe fort l'aration. L'ajout d'eau rend le whisky trop suave, fruit. a tourne la liqueur de banane . Impressionnant.","Single Malt from Speyside, Scotland",,54.1 % Vol.,Maltbarn,Speyside,1992,,Glen Grant 1992 MBa,2013,,,"92,99$ 123,68 74,39",,Ex-sherry butt,No. 12,20 years old,,,,Glen Grant,,700 ml,89.00,88.48,88.00,87.00,88.00,88.10,88.00,88.00,27
267,"malzig und mit Erinnerungen an Zartbitterschokolade, gut in der Laenge.",Old gold,89,Maltbarn hat mit diesem Malt das erste Dutzend an Eigenabfuellungen voll gemacht. Auch dieser Glen Grant spielt wie viele seiner elf Vorgaenger in einer guten Liga mit und macht Lust auf mehr.,"Erneut recht floral mit einer leichten Parfumnote, erstaunlich mild und gut zugaenglich (sehr gut eingebundener Alkohol) fr seine kraeftigen 54%. Weniger Fruchtaromen als in der Nase, dafuer jedoch eine prima milde Schokolade mit Traubeneinfluss.",http://www.whiskybase.com/whisky/41659/glen-grant-1992-mba,"Zunaechst mal recht blumig bis leicht parfuemiert, ne ordentlicher Gang entlang einer Kornkammer, zwar dezenter als wuerde man direkt durchlaufen, aber immer praesent. Mit der Zeit mehr Frucht (dunkle Traube und Johannisbeere) und auch etwas kraeftiger duftender Kaese.","Single Malt from Speyside, Scotland",,54.1 % Vol.,Maltbarn,Speyside,1992,,Glen Grant 1992 MBa,2013,,,"92,99$ 123,68 74,39",,Ex-sherry butt,No. 12,20 years old,,,,Glen Grant,,700 ml,89.00,88.48,88.00,87.00,88.00,88.10,88.00,88.00,27
